Acl;2.3.1;https://download.savannah.gnu.org/releases/acl/acl-@.tar.xz;95ce715fe09acca7c12d3306d0f076b2
Attr;2.5.1;https://download.savannah.gnu.org/releases/attr/attr-@.tar.gz;ac1c5a7a084f0f83b8cace34211f64d8
Autoconf;2.71;https://ftp.gnu.org/gnu/autoconf/autoconf-@.tar.xz;12cfa1687ffa2606337efe1a64416106
Automake;1.16.5;https://ftp.gnu.org/gnu/automake/automake-@.tar.xz;4017e96f89fca45ca946f1c5db6be714
Bash;5.1.16;https://ftp.gnu.org/gnu/bash/bash-@.tar.gz;c17b20a09fc38d67fb303aeb6c130b4e
Bc;5.2.1;https://github.com/gavinhoward/bc/releases/download/@/bc-@.tar.xz;19dbb20c3aba33acacec29edd0b2c46e
Binutils;2.37;https://ftp.gnu.org/gnu/binutils/binutils-@.tar.xz;e78d9ff2976b745a348f4c1f27c77cb1
Bison;3.8.2;https://ftp.gnu.org/gnu/bison/bison-@.tar.xz;c28f119f405a2304ff0a7ccdcc629713
Bzip2;1.0.8;https://www.sourceware.org/pub/bzip2/bzip2-@.tar.gz;67e051268d0c475ea773822f7500d0e5
Check;0.15.2;https://github.com/libcheck/check/releases/download/@/check-@.tar.gz;50fcafcecde5a380415b12e9c574e0b2
Coreutils;9.0;https://ftp.gnu.org/gnu/coreutils/coreutils-@.tar.xz;0d79ae8a6124546e3b94171375e5e5d0
DejaGNU;1.6.3;https://ftp.gnu.org/gnu/dejagnu/dejagnu-@.tar.gz;68c5208c58236eba447d7d6d1326b821
Diffutils;3.8;https://ftp.gnu.org/gnu/diffutils/diffutils-@.tar.xz;6a6b0fdc72acfe3f2829aab477876fbc
E2fsprogs;1.46.5;https://downloads.sourceforge.net/project/e2fsprogs/e2fsprogs/v@/e2fsprogs-@.tar.gz;3da91854c960ad8a819b48b2a404eb43
Elfutils;0.186;https://sourceware.org/ftp/elfutils/@/elfutils-@.tar.bz2;2c095e31e35d6be7b3718477b6d52702
Eudev;3.2.11;https://github.com/eudev-project/eudev/releases/download/v@/eudev-@.tar.gz;417ba948335736d4d81874fba47a30f7
Expat;2.4.8;https://prdownloads.sourceforge.net/expat/expat-@.tar.xz;0584a7318a4c007f7ec94778799d72fe
Expect;5.45.4;https://prdownloads.sourceforge.net/expect/expect@.tar.gz;00fce8de158422f5ccd2666512329bd2
File;5.41;https://astron.com/pub/file/file-@.tar.gz;18233bb0a0089dfdc7dfbc93b96f231b
Findutils;4.9.0;https://ftp.gnu.org/gnu/findutils/findutils-@.tar.xz;4a4a547e888a944b2f3af31d789a1137
Flex;2.6.4;https://github.com/westes/flex/releases/download/v@/flex-@.tar.gz;2882e3179748cc9f9c23ec593d6adc8d
Gawk;5.1.1;https://ftp.gnu.org/gnu/gawk/gawk-@.tar.xz;83650aa943ff2fd519b2abedf8506ace
GCC;11.2.0;https://ftp.gnu.org/gnu/gcc/gcc-@/gcc-@.tar.xz;31c86f2ced76acac66992eeedce2fce2
GDBM;1.23;https://ftp.gnu.org/gnu/gdbm/gdbm-@.tar.gz;8551961e36bf8c70b7500d255d3658ec
Gettext;0.21;https://ftp.gnu.org/gnu/gettext/gettext-@.tar.xz;40996bbaf7d1356d3c22e33a8b255b31
Glibc;2.35;https://ftp.gnu.org/gnu/glibc/glibc-@.tar.xz;dd571c67d85d89d7f60b854a4e207423
GMP;6.2.1;https://ftp.gnu.org/gnu/gmp/gmp-@.tar.xz;0b82665c4a92fd2ade7440c13fcaa42b
Gperf;3.1;https://ftp.gnu.org/gnu/gperf/gperf-@.tar.gz;9e251c0a618ad0824b51117d5d9db87e
Grep;3.7;https://ftp.gnu.org/gnu/grep/grep-@.tar.xz;7c9cca97fa18670a21e72638c3e1dabf
Groff;1.22.4;https://ftp.gnu.org/gnu/groff/groff-@.tar.gz;08fb04335e2f5e73f23ea4c3adbf0c5f
GRUB;2.06;https://ftp.gnu.org/gnu/grub/grub-@.tar.xz;cf0fd928b1e5479c8108ee52cb114363
Gzip;1.11;https://ftp.gnu.org/gnu/gzip/gzip-@.tar.xz;d1e93996dba00cab0caa7903cd01d454
Iana-Etc;20220128;https://github.com/Mic92/iana-etc/releases/download/@/iana-etc-@.tar.gz;ff7207e953007fe8c96ba7e988122825
Inetutils;2.2;https://ftp.gnu.org/gnu/inetutils/inetutils-@.tar.xz;de8c1b49cbde2b30e481c61c65357ad4
Intltool;0.51.0;https://launchpad.net/intltool/trunk/@/+download/intltool-@.tar.gz;12e517cac2b57a0121cda351570f1e63
IPRoute2;5.16.0;https://www.kernel.org/pub/linux/utils/net/iproute2/iproute2-@.tar.xz;994c1bad2a24aa9d70e89670c5b5dfcb
Kbd;2.4.0;https://www.kernel.org/pub/linux/utils/kbd/kbd-@.tar.xz;3cac5be0096fcf7b32dcbd3c53831380
Kmod;29;https://www.kernel.org/pub/linux/utils/kernel/kmod/kmod-@.tar.xz;e81e63acd80697d001c8d85c1acb38a0
Less;590;https://www.greenwoodsoftware.com/less/less-@.tar.gz;f029087448357812fba450091a1172ab
LFS-Bootscripts;20220327;https://www.linuxfromscratch.org/lfs/downloads/development/lfs-bootscripts-@.tar.xz;ace34969e69251cdd2d970f5454d0f68
Libcap;2.63;https://www.kernel.org/pub/linux/libs/security/linux-privs/libcap2/libcap-@.tar.xz;18410cec436f827e698ee9ea16ada9b7
Libffi;3.4.2;https://github.com/libffi/libffi/releases/download/v@/libffi-@.tar.gz;294b921e6cf9ab0fbaea4b639f8fdbe8
Libpipeline;1.5.5;https://download.savannah.gnu.org/releases/libpipeline/libpipeline-@.tar.gz;3e725c76bfea1985e87e851ee50c2e29
Libtool;2.4.6;https://ftp.gnu.org/gnu/libtool/libtool-@.tar.xz;1bfb9b923f2c1339b4d2ce1807064aa5
Linux;5.16.5;https://www.kernel.org/pub/linux/kernel/v5.x/linux-@.tar.xz;a43d3e38bc5fb35767fdfbf3075ea7e0
M4;1.4.19;https://ftp.gnu.org/gnu/m4/m4-@.tar.xz;0d90823e1426f1da2fd872df0311298d
Make;4.3;https://ftp.gnu.org/gnu/make/make-@.tar.gz;fc7a67ea86ace13195b0bce683fd4469
Man-DB;2.10.0;https://download.savannah.gnu.org/releases/man-db/man-db-@.tar.xz;96009cd422f2e62b01b8c4de0f5691f1
Man-pages;5.13;https://www.kernel.org/pub/linux/docs/man-pages/man-pages-@.tar.xz;3ac24e8c6fae26b801cb87ceb63c0a30
Meson;0.61.1;https://github.com/mesonbuild/meson/releases/download/@/meson-@.tar.gz;8ed66d5537275df3defffb66d1fb897f
MPC;1.2.1;https://ftp.gnu.org/gnu/mpc/mpc-@.tar.gz;9f16c976c25bb0f76b50be749cd7a3a8
MPFR;4.1.0;https://www.mpfr.org/mpfr-@/mpfr-@.tar.xz;bdd3d5efba9c17da8d83a35ec552baef
Ncurses;6.3;https://invisible-mirror.net/archives/ncurses/ncurses-@.tar.gz;a2736befde5fee7d2b7eb45eb281cdbe
Ninja;1.10.2;https://github.com/ninja-build/ninja/archive/v@/ninja-@.tar.gz;639f75bc2e3b19ab893eaf2c810d4eb4
OpenSSL;3.0.1;https://www.openssl.org/source/openssl-@.tar.gz;7d07e849d77d276891edd579a8832bb3
Patch;2.7.6;https://ftp.gnu.org/gnu/patch/patch-@.tar.xz;78ad9937e4caadcba1526ef1853730d5
Perl;5.34.0;https://www.cpan.org/src/5.0/perl-@.tar.xz;df7ecb0653440b26dc951ad9dbfab517
Pkg-config;0.29.2;https://pkg-config.freedesktop.org/releases/pkg-config-@.tar.gz;f6e931e319531b736fadc017f470e68a
Procps;3.3.17;https://sourceforge.net/projects/procps-ng/files/Production/procps-ng-@.tar.xz;d60613e88c2f442ebd462b5a75313d56
Psmisc;23.4;https://sourceforge.net/projects/psmisc/files/psmisc/psmisc-@.tar.xz;8114cd4489b95308efe2509c3a406bbf
Python;3.10.2;https://www.python.org/ftp/python/@/Python-@.tar.xz;14e8c22458ed7779a1957b26cde01db9
Python Documentation;3.10.2;https://www.python.org/ftp/python/doc/@/python-@-docs-html.tar.bz2;ffa52f0017baf72df9d32dec785fd6ab
Readline;8.1.2;https://ftp.gnu.org/gnu/readline/readline-@.tar.gz;12819fa739a78a6172400f399ab34f81
Sed;4.8;https://ftp.gnu.org/gnu/sed/sed-@.tar.xz;6d906edfdb3202304059233f51f9a71d
Shadow;4.11.1;https://github.com/shadow-maint/shadow/releases/download/v@/shadow-@.tar.xz;5a95ec069aa91508167d02fecafaa912
Sysklogd;1.5.1;https://www.infodrom.org/projects/sysklogd/download/sysklogd-@.tar.gz;c70599ab0d037fde724f7210c2c8d7f8
Sysvinit;3.01;https://download.savannah.gnu.org/releases/sysvinit/sysvinit-@.tar.xz;dc14f92af715bcfa33cc25341730452e
Tar;1.34;https://ftp.gnu.org/gnu/tar/tar-@.tar.xz;9a08d29a9ac4727130b5708347c0f5cf
Tcl;8.6.12;https://downloads.sourceforge.net/tcl/tcl@-src.tar.gz;87ea890821d2221f2ab5157bc5eb885f
Tcl Documentation;8.6.12;https://downloads.sourceforge.net/tcl/tcl@-html.tar.gz;a0d1a5b60bbb68f2f0bd3066a19c527a
Texinfo;6.8;https://ftp.gnu.org/gnu/texinfo/texinfo-@.tar.xz;a91b404e30561a5df803e6eb3a53be71
Time Zone Data;2021e;https://www.iana.org/time-zones/repository/releases/tzdata@.tar.gz;4fdfad906ebc85fef30221c10964cce9
Udev-lfs Tarball;udev-lfs-20171102;https://anduin.linuxfromscratch.org/LFS/@.tar.xz;27cd82f9a61422e186b9d6759ddf1634
Util-linux;2.37.3;https://www.kernel.org/pub/linux/utils/util-linux/v2.37/util-linux-@.tar.xz;36fe209806ede050ce124e4a2e6e66d4
Vim;8.2.4236;https://anduin.linuxfromscratch.org/LFS/vim-@.tar.gz;62f4d45fcb8051469c9b08874b6a5e0d
XML::Parser;2.46;https://cpan.metacpan.org/authors/id/T/TO/TODDR/XML-Parser-@.tar.gz;80bb18a8e6240fcf7ec2f7b57601c170
Xz Utils;5.2.5;https://tukaani.org/xz/xz-@.tar.xz;aa1621ec7013a19abab52a8aff04fe5b
Zlib;1.2.12;https://zlib.net/zlib-@.tar.xz;28687d676c04e7103bb6ff2b9694c471
Zstd;1.5.2;https://github.com/facebook/zstd/releases/download/v@/zstd-@.tar.gz;072b10f71f5820c24761a65f31f43e73
